NCT Number,Study Title,Study URL,Study Status,Brief Summary,Conditions,Interventions,Primary Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Start Date,Primary Completion Date,Locations
NCT00224952,Pathogenesis of Adverse Drug Reactions,https://clinicaltrials.gov/study/NCT00224952,COMPLETED,"The purpose of the study is to examine the individual metabolic profiles of pediatric patients receiving carbamazepine or valproate therapy, in an attempt to determine identities of the reactive metabolites or, alternatively, the identities of those metabolites that serve as potential precursors to reactive species.",Seizures,OTHER: No intervention; Urine Collection,"Drug (Valproic Acid or Carbamazepine) Metabolite Profiles in Urine, 1. To examine the individual metabolic profiles of pediatric patients receiving carbamazepine or valproate therapy, in an attempt to determine the identities of the reactive metabolites or, alternatively, the identities of those metabolites that serve as potential precursors to reactive species (e.g., through conjugation with detoxifying compounds such as glutathione)., urine samples (overnight collections) collected longitudinally through study completion for time frame ranging from 2-5 years",Children's Mercy Hospital Kansas City,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|University of Utah|University of Louisville,ALL,CHILD,,274,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2002-07,2010-03,"Kosair Children's Hospital, Louisville, Kentucky, 40202, United States|Children's Mercy Hospital, Kansas City, Missouri, 64108, United States|Primary Children's Hospital, Pediatric Neurology, Salt Lake City, Utah, 84113, United States"
NCT01299870,Catamenial Epilepsy Treatment,https://clinicaltrials.gov/study/NCT01299870,UNKNOWN,"Epilepsy is a disorder in the brain. The brain is full of ""nerve"" cells. Nerve cells have normal electrical activity to control the many functions of the body. Sometimes nerve cells do not function normally due to many different reasons such as disease, an injury or because the brain didn't develop normally at birth. When nerve cells do not function normally the electrical activity that controls things like muscles and body movement can get mixed up and cause seizures. When a seizure occurs, sometimes a person loses control of body movement, and/or bodily functions. When a seizure occurs, a person may become unconscious, and/or senses may be affected. Seizures can occur at any time, without warning, and can lead to many health problems.

""Catamenial epilepsy"" is specific form of epilepsy in women. It is closely related to the menstrual cycle. In this form of epilepsy seizures increase around the menstrual period.

By doing this study, researchers hope to learn whether Keishibukuryogan add-on therapy with antiepileptic drugs is safe for women with epilepsy.",Epilepsy,DRUG: AED treatment plus placebo|DRUG: Keishibukuryogan,"To determine if Keishibukuryogan is safe for WWE, Keishibukuryogan is commonly used in Japan, but has not been formally studied in people with epilepsy. This study is designed to determine if KBG is safe to use in women with epilepsy (no increase of seizure and no adverse reactions)., up to 36 weeks","Timothy Welty, PharmD",,FEMALE,ADULT,PHASE2,17,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2011-02,2012-12,"University of Kansas Medical Center, Kansas City, Kansas, 66160, United States"
NCT03694275,"A Multicenter, Open-label, Pilot Study of Soticlestat (TAK-935/OV935) in Participants With 15Q Duplication Syndrome (Dup 15q) or Cyclin-Dependent Kinase-Like 5 (CDKL5) Deficiency Disorder (ARCADE STUDY)",https://clinicaltrials.gov/study/NCT03694275,COMPLETED,The purpose of this study is to investigate the effect of soticlestat on the frequency of motor seizures for participants with Dup15q or CDD during the Maintenance Period.,15q Duplication Syndrome|CDKL5 Deficiency Disease,DRUG: Soticlestat,"Percent Change From Baseline in Motor Seizure Frequency Per 28 Days During the Maintenance Period, Seizure frequency per 28 days is defined as total number of Seizures reported during the period divided by number of days with no missing seizure count during the period multiplied by 28. Percent Change from Baseline is defined as (frequency of seizures per 28 days during maintenance period - frequency of seizures per 28 days at Baseline) divided by frequency of seizures per 28 days at Baseline multiplied by 100. Positive percent change from Baseline indicates seizure increase and negative percent change from Baseline indicates seizure decrease., Maintenance Period: Weeks 9 to 20",Takeda,Ovid Therapeutics Inc.,ALL,"CHILD, ADULT",PHASE2,20,INDUSTRY,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,9/10/2018,7/13/2020,"UCLA, Los Angeles, California, 90095, United States|Research Institute Children's Hospital Colorado, Aurora, Colorado, 80045, United States|Center for Rare Neurological Diseases, Norcross, Georgia, 30093, United States|Center for Rare Neurological Diseases (CRND)--Massachusetts General Hospital, Boston, Massachusetts, 02114, United States|Boston Children's Hospital Translational Neuroscience Center, Boston, Massachusetts, 02115, United States|Minnesota Epilepsy Group, P.A., Saint Paul, Minnesota, 55102, United States|New York University (NYU), New York, New York, 10017, United States|Columbia University Medical Center, New York, New York, 10032, United States"
NCT04705441,Self-management for People With Epilepsy,https://clinicaltrials.gov/study/NCT04705441,ACTIVE_NOT_RECRUITING,"SMART is a program for adult individuals with sub-optimally controlled epilepsy. It involves educational and behavioral interventions intended to enhance epilepsy self-management.

The group sessions are conducted remotely over the teleconferencing application, Zoom. These sessions are held over an 8 week time period and are co-lead by a trained nurse educator and a trained peer educator. The peer educator is someone with epilepsy and a history of NHEs. Educators use a written curriculum delivered online, and the interactive sessions last 60-90 minutes. Groups are limited to about 6 -12 adult participants.

After the group sessions are done, individuals have 3 telephone maintenance sessions with the nurse educator once a month for the first 3 months after the group sessions end spaced approximately 4 weeks apart.

SMART is intended for adults with epilepsy, especially those who belong to disadvantaged sub groups such as rural populations, veterans with epilepsy and those who are underinsured. People with epilepsy who belong to disadvantaged sub-groups are more likely to have poor outcomes and often end up using expensive crisis-oriented care, and thus potentially might benefit the most from self-management programs if they can be actively engaged.",Epilepsy,BEHAVIORAL: SMART 2,"Individual Change in NHEs, The proportion of individuals with change in their total numbers NHEs in the prior 6 months at baseline compared to week 24 of the trial. NHEs are defined as seizures, emergency department visits, hospitalizations, and self-harm attempts., 6 months|Total Reduction in NHEs, The reduction in NHE counts in the 6 months prior to baseline compared to week 24 of the trial. NHEs are defined as seizures, emergency department visits, hospitalizations, and self-harm attempts., 6 months",Gena Ghearing,Centers for Disease Control and Prevention,ALL,"ADULT, OLDER_ADULT",NA,160,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,5/19/2021,2024-09,"University of Iowa, Iowa City, Iowa, 52242, United States|Case Western Reserve University, Cleveland, Ohio, 44106, United States"
NCT00081432,Language and Emotional Function in Patients With Temporal Lobe Epilepsy,https://clinicaltrials.gov/study/NCT00081432,COMPLETED,"This study uses functional magnetic resonance imaging (fMRI) and diffusion tensor imaging (DTI) to examine how the brain processes tasks involving language and emotion in normal volunteers and in patients with epilepsy. MRI is a diagnostic and research tool that uses a strong magnetic field and radio waves to obtain images of body organs and tissues. The MRI scanner is a metal cylinder surrounded by a magnetic field. During the test, the subject lies on a table that can slide in and out of the cylinder. DTI involves taking pictures of the brain while the subject is at rest in order to learn about the structure of the brain. Information gained from this study will help scientists evaluate the organization of language and emotional functions in the brain.

Normal volunteers and patients with temporal lobe epilepsy 18 years of age and older who are native English speakers and who will undergo surgery for uncontrolled seizures may be eligible for this study. Candidates are initially screened by telephone, then with physical and neurologic examinations and cognitive testing.

The study has two parts, conducted 6 to 12 months apart. Each part consists of the same sets of tests described below, using fMRI and DTI. In patients with epilepsy, Part 1 is scheduled before surgery and Part 2 after surgery.

* fMRI: Subjects are asked to perform two types of tasks while they undergo fMRI. In one task, they are shown pictures of animals and tools and are asked to name them. In a second task, they are shown pictures that range in content from sexually explicit material, to human injury and surgical slides, to pleasant images of children and wildlife and are asked to decide whether they find the pictures pleasant, neutral, or unpleasant.
* DTI: Subjects relax and remain still in the MRI scanner for about 45 minutes.
* Neuropsychological testing: Subjects may be asked to complete questionnaires, take pen-and-paper or computerized tests, and perform motor tasks.

Participants may be asked to repeat the MRI studies, but not the neuropsychological tests, up to four times to investigate different brain functions or to confirm findings.",Epilepsy|Temporal Lobe,,,National Institute of Neurological Disorders and Stroke (NINDS),,ALL,"ADULT, OLDER_ADULT",,20,NIH,OBSERVATIONAL,Observational Model: |Time Perspective: p,4/9/2004,,"National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, 20892, United States"
NCT00001932,Serotonin Receptors in Seizure Disorders,https://clinicaltrials.gov/study/NCT00001932,COMPLETED,"Patients in this study will undergo PET scans (a type of nuclear imaging test) to look for abnormalities in certain brain proteins associated with seizures.

Studies in animals have shown that serotonin-a chemical messenger produced by the body-attaches to proteins on brain cells called 5HT1A receptors and changes them in some way that may help control seizures. There is little information on these changes, however. A new compound that is highly sensitive to 5HT1A, will be used in PET imaging to measure the level of activity of these receptors and try to detect abnormalities. Changes in receptor activity may help determine where in the brain the seizures are originating.

Additional PET scans will be done to measure the amount of blood flow to the brain and the rate at which the brain uses glucose-a sugar that is the brain's main fuel. Blood flow measurement is used to calculate the distribution of serotonin receptors, and glucose use helps determine how seizures affect brain function.

The information gained from the study will be used to try to help guide the patient's therapy and determine if surgery might be beneficial in controlling the patient's seizures.",Partial Epilepsy,,,National Institute of Neurological Disorders and Stroke (NINDS),,ALL,ADULT,,95,NIH,OBSERVATIONAL,Observational Model: |Time Perspective: p,6/21/1999,,"National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, 20892, United States"
NCT01879332,A Sequential Multiple Ascending Dose Study of the Safety and Pharmacokinetics of Eslicarbazepine Acetate in Adult Healthy Volunteers,https://clinicaltrials.gov/study/NCT01879332,COMPLETED,"Randomized, double-blind, placebo-controlled, sequential multiple ascending dose study to determine a maximum tolerated dose",Epilepsy,DRUG: Placebo|DRUG: BIA 2-093 3000 mg once daily|DRUG: BIA 2-093 3600 mg once daily,"Number of Adverse Events Reported, Safety was evaluated through the recording and monitoring of adverse events, 2 days",Bial - Portela C S.A.,,ALL,ADULT,PHASE1,16,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2006-12,2007-02,"Comprehensive Phase OneTM, Miramar, Florida, 33025, United States"
NCT02151175,Low-intensity Focused Ultrasound Pulsation (LIFUP) for Treatment of Temporal Lobe Epilepsy,https://clinicaltrials.gov/study/NCT02151175,ENROLLING_BY_INVITATION,"We intend to use focused ultrasound to stimulate or suppress brain activity in patients with epilepsy. We hypothesize that focused ultrasound is capable of brain stimulation or suppression visible with functional MRI, and will not cause tissue damage.","Epilepsy, Temporal Lobe",DEVICE: LIFUP,"Absence of histological changes, 7 days",BrainSonix Inc.,"Gerald J. & Dorothy R. Friedman Center for Lymphedema Research & Treatment|University of California, Los Angeles",ALL,ADULT,NA,12,INDUSTRY,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2014-05,2024-11,"UCLA, Los Angeles, California, 90095, United States"
NCT00041600,Human Epilepsy Genetics--Neuronal Migration Disorders Study,https://clinicaltrials.gov/study/NCT00041600,RECRUITING,"The purpose of this study is to identify genes responsible for epilepsy, brain malformations and disorders of human cognition.",Brain Malformation|Neuronal Migration Disorder|Cognition Disorder|Epilepsy,,"Identification and characterization of genes important in normal brain development and associated with brain malformations., Genetic variants associated with disorder of brain development, Ongoing",Harvard University Faculty of Medicine,National Institute of Neurological Disorders and Stroke (NINDS)|Howard Hughes Medical Institute,ALL,"CHILD, ADULT, OLDER_ADULT",,3500,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,1996-04,2030-06,"Boston Children's Hospital, Walsh Laboratory, Boston, Massachusetts, 02115, United States"
NCT01480609,Effect of Haemodialysis on the Pharmacokinetics of Ezogabine/Retigabine and Its N-acetyl Metabolite,https://clinicaltrials.gov/study/NCT01480609,COMPLETED,"This in an open-label, single dose, fixed sequence, two treatment period study enrolling 8 patients (to obtain 6 evaluable) with end stage renal disease (ESRD) receiving haemodialysis. Patients will remain in the unit during each treatment period from admission to the collection of the final PK sample. The doses of ezogabine/retigabine in the two treatment periods will be separated by at least 7 days.",Epilepsy,DRUG: Retigabine / Ezogabine,"Clearance (Cl/F), clearance during dialysis (CLD) and fraction of total clearance attributed to dialysis (FD) of ezogabine/retigabine and NAMR, Pharmacokinetic parameters, During Dialysis (0-1, 1-2, 2-3, and 3-4 hour)|AUC(0-t), AUC (0-∞), T½, Cmax, Tmax of ezogabine/retigabine and NAMR in plasma. Amount of ezogabine/retigabine and NAMR cleared by dialysis (AD), Pharmacokinetic parameters, 0.5, 1, 1.5, 2, 2.5, 3, 4, 5, 6, 7, 8, 12, 16, 24, 36, 48, 60 and 68 hours",GlaxoSmithKline,,ALL,"ADULT, OLDER_ADULT",PHASE1,8,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: TREATMENT,11/30/2011,4/24/2012,"GSK Investigational Site, Minneapolis, Minnesota, 55404, United States"
NCT04439656,Detecting Absence Seizures Using Eye Tracking,https://clinicaltrials.gov/study/NCT04439656,COMPLETED,The goal of this study is to develop a comfortable system that uses a wearable eye-tracker similar to eyeglasses to assist people with epilepsy in counting and measuring the severity of seizures. Participants will wear an eye-tracker during a routine EEG.,"Epilepsy, Generalized|Absence Epilepsy|Absence Seizures|Seizures|Seizure Disorder",DIAGNOSTIC_TEST: Eye movement analysis,"Eysz algorithm to detect absence seizures, EEG is burdensome and limited. The current accepted method of counting seizures is observation which fails to identify \> 50% of seizures. The goal is to validate the Eysz absence seizure detection algorithm and show significant improvement over current standard of care, 1 hour",Rachel Kuperman,"Children's Hospital of Orange County|University of California, San Francisco|Wake Forest University Health Sciences",ALL,"CHILD, ADULT, OLDER_ADULT",,150,INDUSTRY,OBSERVATIONAL,Observational Model: |Time Perspective: p,7/15/2020,6/28/2022,"Children's Hospital Orange County, Orange, California, 92868, United States|Rady Children's Hospital, San Diego, San Diego, California, 92123, United States|University of California, San Francisco, San Francisco, California, 94158, United States|Wake Forest Baptist Health, Winston-Salem, North Carolina, 27157, United States|Texas Child Neurology, Plano, Texas, 75024, United States"
NCT06135285,Korus: a Device to Prevent Sudden Unexpected Death in Epilepsy (SUDEP),https://clinicaltrials.gov/study/NCT06135285,NOT_YET_RECRUITING,"The goal of this feasibility study is to test the Korus smart mattress in healthy volunteers. The main questions it aims to answer are:

* Can Korus accurately detect body position in bed (left, right, supine, prone)
* Can Korus reposition the subject from a prone to recovery (sideways) position? Participants will be asked to lie down on Korus and turn into various positions; when the prone position is detected, they will be repositioned.",Epilepsy,DEVICE: Control subjects,"Body position detection, Correct detection of one of 4 cardinal body positions: prone, supine, left, right, 5 seconds|Number of subjects correctly repositioned from the prone to recovery position, We will measure the performance of Korus to successfully reposition the subject from the prone to recovery position, 30 seconds",Brigham and Women's Hospital,,ALL,"ADULT, OLDER_ADULT",NA,10,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DEVICE_FEASIBILITY,2024-07,2027-06,"Brigham and Women's Hospital, Boston, Massachusetts, 02115, United States"
NCT05984056,Multidisciplinary Lifestyle Interventions for Neurological Disorders During the Silent Phase,https://clinicaltrials.gov/study/NCT05984056,RECRUITING,"This clinical trial aims to test the impact of multidisciplinary lifestyle interventions (MLI) in neurologically healthy but at-risk individuals. It aims to find out:

* if giving four different kinds of lifestyle intervention and education slows down or reverses the expression of neurological disorder or their biomarkers.
* new biomarkers that either help in the early detection of neurological disease or identify the impact of various lifestyle interventions combined.

Participants will be randomized to the intervention or observation arm. Various biological samples and tests, along with survey questionnaires, will be performed at the time of entering the study, at 12 weeks after enrollment, and then at the end of the study at 12 months.

* Intervention arm: Participants will receive weekly, instructor-led intervention sessions (virtual group sessions) for 12 weeks. After the 12-week mark, participants will be encouraged to practice what they learned for nine more months.
* Observation arm: The intervention group will be compared to another group that did not get the intervention",Neurological Disorder,BEHAVIORAL: Multidisciplinary lifestyle interventions,"Pathology progression, At the time of study completion, a participant will be considered to show ""Pathology progression"" if they fulfill either of the two conditions:

* Clinically diagnosed with any of the above four conditions
* Show the following changes compared to the baseline:
* Stroke: Asymptomatic cortical infarct or further increase in white matter disease MRI changes
* Epilepsy: Increase in burden (per hour) of Spikes/Sharp Waves/Polyspikes or electrographic seizure on EEG
* Movement Disorder: \>4 points increase on modified Unified Parkinson's Disease Rating Scale (UPDRS) administered remotely
* Dementia: Increase in number of domain testing ≤ 1.5 SD or drop in scores \< 2SD, 12 months",Vineet Punia MD,Ohio Department of higher education,ALL,"ADULT, OLDER_ADULT",NA,200,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,7/13/2023,2024-06,"Cleveland Clinic, Cleveland, Ohio, 44195, United States"
NCT00283556,High Dose Camptothecin-11 (CPT-11) in Recurrent Unresectable Malignant Glioma,https://clinicaltrials.gov/study/NCT00283556,COMPLETED,The purpose of this study is to compare the response to treatment and side effects associated with high dose irinotecan in patients with recurrent brain tumors.,Malignant Glioma,"DRUG: Irinotecan (Camptosar, CPT-11)","The purpose of this study is to compare the response to treatment and side effects associated with high dose irinotecan in patients with recurrent brain tumors., 2008",Kentuckiana Cancer Institute,,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,30,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2001-08,2008-12,"Kentuckiana Cancer Institute, Louisville, Kentucky, 40202, United States"
NCT03207685,Generalized Seizure Detection And Alerting In The EMU With The Empatica Embrace Watch And Smartphone-Based Alert System,https://clinicaltrials.gov/study/NCT03207685,UNKNOWN,To demonstrate safety and effectiveness of the Embrace device in identifying convulsive seizures (CS) and notifying a caregiver during patient hospitalization at an epilepsy monitoring unit (EMU).,Epilepsy,DEVICE: Additional Seizure Monitoring,"Comparison of Video-EEG to Embrace System, Lower bound of 95% confidence interval of the positive percent agreement (PPA) greater than 70%, as determined in comparison to Video-EEG adjudicated by 3 independent expert reviewers. A majority rules approach is used to identify convulsive seizures., 6 months","Empatica, Inc.",,ALL,"CHILD, ADULT, OLDER_ADULT",NA,100,INDUSTRY,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,6/30/2017,1/15/2019,"NYU Langone Medical Center, New York, New York, 10016, United States|Ospedale Pediatrico Bambino Gesù - Department of Neuroscience, Neurology Unit, Roma, 00165, Italy"
NCT01858285,Genetics of Epilepsy and Related Disorders,https://clinicaltrials.gov/study/NCT01858285,RECRUITING,Investigators at Boston Children's Hospital are conducting research in order to better understand the genetic factors which may contribute to epilepsy and related disorders. These findings may help explain the broad spectrum of clinical characteristics and outcomes seen in people with epilepsy.,Epilepsy|Epileptic Encephalopathy|Ohtahara Syndrome|Infantile Spasms|Dravet Syndrome|Early Myoclonic Epileptic Encephalopathy|PCDH19-related Epilepsy and Related Conditions|KCNQ2-Related Epileptic Encephalopathy|Epilepsy of Infancy With Migrating Focal Seizures (Disorder),GENETIC: Exome and/or whole genome sequencing,"Identify new or existing pathogenic variants through exome and/or whole genome sequencing of individuals with epilepsy., Use exome and/or whole genome sequencing to identify genetic variants. Detailed clinical information will be collected via medical records and patient questionnaire, as well as biological parents' exome sequencing to classify variants per ACMG guidelines., 10 years",Boston Children's Hospital,,ALL,"CHILD, ADULT, OLDER_ADULT",,5000,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2010-11,2030-12,"Boston Children's Hospital, Boston, Massachusetts, 02115, United States"
NCT05019885,The Efficacy of a Subanesthetic Doses of IV Ketamine in the Treatment Drug Resistant Epilepsy,https://clinicaltrials.gov/study/NCT05019885,RECRUITING,"Ketamine is a medication that came into clinical practice in the 1960's. Ketamine is used as an anesthetic and to provide pain relief. Recently, Ketamine was approved to treat drug resistant depression using subanesthetic doses. In the hospital setting, intravenous anesthetic dosages are used to treat unrelenting seizures known as status epilepticus in comatose patients. Ketamine in subanesthetic doses has not been tried as a treatment for medication resistant seizures in the outpatient setting. This study would like to examine the effectiveness of subanesthetic ketamine in outpatients who suffer from drug resistant epilepsy.",Drug Resistant Epilepsy|Medically Refractory Epilepsy|Refractory Epilepsy,DRUG: Ketamine Hydrochloride,"Number of participants with seizure reduction, 50% seizure reduction during the 2 week period of active treatment, 2 week during active treatment|Number of participants with seizure reduction, 50% seizure reduction during the 28 days post-infusion., 28 days post infusion|Seizure frequency, Return to pre-ketamine infusion seizure frequency in 3 months, 3 months post infusion",Madeline Fields,,ALL,"ADULT, OLDER_ADULT",PHASE2,6,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,8/26/2022,2024-05,"Mount Sinai Hospital, New York, New York, 10035, United States"
NCT00264615,Patients With Epilepsy Taking LAMICTAL Immediate-Release Who Switch To Extended-Release Formulation And Vice Versa,https://clinicaltrials.gov/study/NCT00264615,COMPLETED,Pharmacokinetic (PK) study to characterize changes in serum concentrations in epilepsy patients when switching from LAMICTAL immediate-release to extended-release and vice versa.,Epilepsy,DRUG: lamotrigine extended-release,"Steady state AUC(0-24), Cmax and Ct (approximate Cmin) of lamotrigine",GlaxoSmithKline,,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,45,INDUSTRY,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: |Primary Purpose: TREATMENT,2005-10,2006-06,"GSK Investigational Site, Anniston, Alabama, 36207, United States|GSK Investigational Site, Sun City, Arizona, 85351, United States|GSK Investigational Site, Lexington, Kentucky, 40503, United States|GSK Investigational Site, Lexington, Kentucky, 40536-0284, United States|GSK Investigational Site, Boston, Massachusetts, 02215, United States|GSK Investigational Site, Reno, Nevada, 89521, United States|GSK Investigational Site, New York, New York, 10016, United States|GSK Investigational Site, Toledo, Ohio, 43614-5809, United States|GSK Investigational Site, Philadelphia, Pennsylvania, 19140, United States|GSK Investigational Site, Nashville, Tennessee, 37232, United States|GSK Investigational Site, Dallas, Texas, 75230, United States|GSK Investigational Site, Richmond, Virginia, 23219, United States"
NCT05673915,Study of Transcranial Direct Current Stimulation to Treat Epilepsy,https://clinicaltrials.gov/study/NCT05673915,RECRUITING,The purpose of this research is to see to what extent electrical stimulation applied to the scalp (transcranial direct current stimulation or tDCS) can reduce the number and intensity of epileptic seizures.,Focal Epilepsy,DEVICE: ActivaDose II 0.1 mA transcranial direct current stimulation (tDCS)|DEVICE: ActivaDose II 2.0 mA transcranial direct current stimulation (tDCS),"Seizure Count, Number of seizures experienced by subjects as determined by self-reported seizure diary, 2 months",Mayo Clinic,,ALL,"ADULT, OLDER_ADULT",NA,30,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: TREATMENT,4/12/2023,2024-12,"Mayo Clinic Minnesota, Rochester, Minnesota, 55905, United States"
NCT03731715,Carisbamate in Adult & Pediatric Subjects With Lennox-Gastaut Syndrome,https://clinicaltrials.gov/study/NCT03731715,COMPLETED,"This is an open-label, multi-center study of carisbamate in adult and pediatric subjects with LGS, with single- and multiple-dose PK assessments from Days 1 through 73. There will be a Screening Period of up to 28 days and a Treatment Period of 87 days.",Lennox Gastaut Syndrome,DRUG: Carisbamate,"The area under the curve (AUC) of carisbamate after a single and multiple doses of carisbamate., Safety Assessment, Days 1-3, Day 17|The maximum plasma concentration (Cmax) after a single and multiple doses of carisbamate., Safety assessment, Days 1-3, Day 17","SK Life Science, Inc.",,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE1,18,INDUSTRY,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2/7/2019,5/23/2022,"Johns Hopkins Hospital, Baltimore, Maryland, 21210, United States|Dartmouth-Hitchcock Medical Center, Lebanon, New Hampshire, 03756, United States|Duke Health, Durham, North Carolina, 27710, United States|Oregon Health and Science University, Portland, Oregon, 97239, United States|Hospital of the University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States|The University of Utah School of Medicine - Primary Children's Hospital (Primary Children's Medical Center), Salt Lake City, Utah, 84113, United States|UW Valley Medical Center, Renton, Washington, 98055, United States"
NCT02161185,A Long-term Safety and Tolerability Study of USL261 in Patients With Seizure Clusters,https://clinicaltrials.gov/study/NCT02161185,TERMINATED,The purpose of this study is to examine the long-term safety and tolerability of USL261 in the treatment of seizure clusters.,Epilepsy,DRUG: USL261,"Number of Participants With Death, Serious Adverse Events, Treatment Emergent Adverse Events (TEAEs) Leading to Discontinuation, Number of Participants with Death, Serious Adverse Events, Treatment emergent adverse events (TEAEs) leading to subject discontinuation from study, Duration of individual subject participation was open-ended. Study ended early. Longest subject participation approximately 6 months.",UCB Biopharma S.P.R.L.,,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,7,INDUSTRY,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2014-05,2015-05,"Tucson, Arizona, United States|Fresno, California, United States|Ventura, California, United States|Aurora, Colorado, United States|Port Charlotte, Florida, United States|Tampa, Florida, United States|Boise, Idaho, United States|Chicago, Illinois, United States|Lexington, Kentucky, United States|Saint Paul, Minnesota, United States|Reno, Nevada, United States|Philadelphia, Pennsylvania, United States|Nashville, Tennessee, United States|Dallas, Texas, United States|Houston, Texas, United States|San Antonio, Texas, United States"
